,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33
pmc109,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc110,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc111,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc112,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc113,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc114,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc115,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc119,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc120,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc121,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc122,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc123,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc124,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc125,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc130,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc131,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc132,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc133,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc134,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc135,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc140,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc141,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc142,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc143,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc144,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc145,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc147,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc148,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc149,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
pmc150,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP,PMNP
stc03,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc05,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc06,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc07,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc08,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc09,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc10,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc12,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc13,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc14,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc15,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc16,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc17,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc19,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc20,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc21,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc22,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc23,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc24,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc25,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc26,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc27,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc28,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc29,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc30,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc31,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc32,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc33,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc34,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc35,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc36,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc37,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc38,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc39,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc40,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc41,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc42,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc43,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc44,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc45,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc46,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc47,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc48,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc49,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc50,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc51,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc52,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc53,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc54,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc55,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc56,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc57,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc58,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc59,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc61,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc62,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc63,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc64,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc65,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc66,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc67,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc68,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc69,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
stc70,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR,STNR
